,,,,,,,STATISTICS,,,,,POWERS,,,,BOXES,,,,,,,,,Expansion List
,Mythic Battles:,,,,,,ATT,Attack,,,,⚡,Offensive Power (ATT),,,COR,CORE BOX,,,,,,,,Core
,,,,,,,DEF,Defence,,,,🖐,Active Power,,,ETE,ETERNAL CYCLE,,,,,,,,Duat
,Isfet,,,,,,RAN,Range,,,,⏳,Passive Power,,,DUA,DUAT,,,,,,,,Eternal Cycle
,,,,,,,MOV,Movement,,,,🌟,Permanent Power,,,,,,,,,,,,
,- Unofficial Unit List -,,,,,,VIT,Vitality,,,,❶,Tokens,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Expansion,Expansion Code,RP,NAME,ACTIVATIONS,TYPE,AoW,ATT,DEF,RAN,MOV,VIT,Power 1,,,Power 2,,,Power 3 / Support Troop (0 RP),,Talents,,,,,
,TITANS,,,,,,,,,,,,,,,,,,,,,,,,
Expansion,Expansion Code,RP,NAME,ACTIVATIONS,TYPE,AoW,ATT,DEF,RAN,MOV,VIT,Power 1,,,Power 2,,,Power 3 / Support Troop (0 RP),,Talents,,,,,
Eternal Cycle,ETE,8,Apophis,⭐⭐⭐⭐⭐,,Λ,10,9,1,2,11,⚡,Λ,Night of Chaos (6),🌟,,Insatiable Hunger,🌟,Relentless,,FORCE OF NATURE,TERROR,BLOCK,,
Eternal Cycle,ETE,8,Geb,⭐⭐⭐⭐⭐,⏫,Λ,10,9,1,2,11,⚡,Λ,Earthquake (7),⏳,,Burial,🌟Λ,Earthily Supremacy,,CLIMB,BLOCK,MIGHTY TRHOW,,
Eternal Cycle,ETE,8,Khepri,⭐⭐⭐⭐⭐,🔥🦅,,9,9,1,3,11,⚡,Λ,Unholy Mandibles (7),🌟,,Master of the Khepers,🌟,Celestial Wrath,,CLIMB,CURSE,BLOCK,,
Eternal Cycle,ETE,8,Ra,⭐⭐⭐⭐⭐,🔥🦅,ΛΛ,9,9,1,3,11,⚡,ΛΛ,Eye of Ra,🌟,,Solar Blessing,🌟,Relentless,,BOLSTER,LEADER,MOBILITY,,
Core,COR,8,Titan Ammit,⭐⭐⭐⭐,,Λ,9,9,0,2,11,⚡,ΛΛ,Paranoid (5),⏳,,Fangs of A Thousand Souls,,,,FORCE OF NATURE,TERROR,BLOCK,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,GODS,,,,,,,,,,,,,,,,,,,,,,,,
,Box,RP,NAME,ACTIVATIONS,TYPE,AoW,ATT,DEF,RAN,MOV,VIT,Power 1,,,Power 2,,,Power 3 / Support Troop (0 RP),,Talents,,,,,
Core,COR,6,Amun,⭐⭐⭐⭐,,ΛΛ,7,8,0,2,9,⏳,,Primordial Egg,🌟,,Invisible Threads,,,,BOLSTER,GEM COLLECTOR,LEADER,,
Duat,DUA,6,Anubis ,⭐⭐⭐⭐,,ΛΛ,7,8,0,2,9,⏳,Λ,Guardian of the Tomb ❶,⚡,ΛΛ,Weighing of the Hearts,,,,CURSE,TORMENT,MOBILITY,,
Core,COR,6,Bastet,⭐⭐⭐⭐,,ΛΛ,8,8,0,2,8,🌟,,Celerity,🌟,,Maternal Protection,,,,BOLSTER,MOBILITY,SNEAK ATTACK,,
Core,COR,6,Hathor,⭐⭐⭐⭐,,ΛΛ,8,8,0,3,8,🌟,,Intoxicated,🌟,,Paralyzing Beauty,,,,BOLSTER,CLOSE PROTECTION,MOBILITY,,
Core,COR,6,Horus,⭐⭐⭐⭐,🦅,ΛΛ,8,9,0,2,9,🖐,,The Eye of Horus,⚡,Λ,Nosediving Falcon (6),,,,BLOCK,BOLSTER,LEADER,,
Core,COR,6,Isis,⭐⭐⭐⭐,🦅,ΛΛ,8,8,1,2,8,🌟,,The Seven Scorpions,⚡,Λ,Selective Wrath (5),,,,BOLSTER,INITIATIVE,LEADER,,
Core,COR,6,Maat,⭐⭐⭐⭐,🦅,Λ,7,8,1,2,9,🖐,Λ,Maat's Intervention,🌟,,Counterweight,,,,CURSE,MOBILITY,TORMENT,,
Duat,DUA,6,Osiris,⭐⭐⭐⭐,,ΛΛ,7,9,1,2,9,⚡,Λ,Judge of Souls (6),🌟,,Tribute for the Immortal,,,,BLOCK,FORCE OF NATURE,TERROR,,
Core,COR,6,Ptah,⭐⭐⭐⭐⭐,🔥,Λ,8,9,0,1,9,⚡,Λ,Rage of the Forge (7),🌟,,Protector of Memphis,,,,BLOCK,FORCE OF NATURE,HERO SLAYER,,
Core,COR,6,Sekhmet,⭐⭐⭐⭐⭐,,Λ,9,8,0,2,9,⚡,Λ,Wrathful Plague (6),⚡,Λ,Insatiable ,,,,BLOCK,CLIMB,INITIATIVE,,
Core,COR,6,Set ,⭐⭐⭐⭐,,ΛΛ,9,8,0,2,9,⚡,Λ,Chaotic Storm (7),🌟,,Lord of the Sands,,,,INITIATIVE,MIGHTY THROW,BLOCK,,
Core,COR,6,Sobek,⭐⭐⭐⭐,,ΛΛ,9,8,0,2,9,⏳,Λ,Fertile Nile ❷,⚡,Λ,Insatiable ,,,,BLOCK,FORCE OF NATURE,MIGHTY THROW,,
Core,COR,6,Thoth,⭐⭐⭐⭐,,ΛΛΛ,7,8,1,2,8,🌟,,Infinite Knowledge,⚡,Λ,Ancient Magic (6) ❷,,,,CURSE,GEM COLLECTOR,MOBILITY,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,MONSTERS,,,,,,,,,,,,,,,,,,,,,,,,
Expansion,Expansion Code,RP,NAME,ACTIVATIONS,TYPE,AoW,ATT,DEF,RAN,MOV,VIT,Power 1,,,Power 2,,,Power 3 / Support Troop (0 RP),,Talents,,,,,
Duat,DUA,4,Am-heh,⭐⭐⭐⭐,🔥,,7,7,0,2,7,⚡,Λ,Spitting Lava (7),🌟,,Terrestial Creature,,,,MIGHTY THROW,BLOCK,HERO SLAYER,,
Core,COR,5,Ammit,⭐⭐⭐⭐,,,8,8,0,2,9,⚡,Λ,Devourer of Hearts,🌟,,Weight of Justice,,,,BLOCK,HERO SLAYER,TERROR,,
Core,COR,3,Apis,⭐⭐⭐⭐,🔥,,7,8,0,2,8,⚡,Λ,Ptah's Blessing (7),⏳,,Ra's Blessing,,,,BLESSED BY THE GODS,BLOCK,TROOP SLAYER,,
Core,COR,3,Bennu,⭐⭐⭐⭐⭐,🔥🦅,Λ,6,6,0,3,6,⚡,Λ,Combustion (6) ❶,🌟,Λ,Rebirth,,,,INITIATIVE,MOBILITY,,,
Core,COR,3,Bes,⭐⭐⭐⭐⭐,,,6,6,0,2,6,🌟,Λ,Earthly Dance,🌟,,Demon Scourge,,,,CLIMB,MONSTER SLAYER,BLOCK,,
Core,COR,2,Colossus,⭐⭐⭐⭐,,,6,6,0,1,6,🌟,,Horde,🌟,,Impassive,,,,FORCE OF NATURE,GUARD,MIGHTY THROW,,
Core,COR,4,Isfetis,⭐⭐⭐⭐,🦅,,8,8,1,2,8,🌟,,Herald of Chaos,🌟,,Plague of Humanity,,,,CLIMB,FORCE OF NATURE,TERROR,,
Duat,DUA,4,Kherty,⭐⭐⭐⭐,🔱,Λ,7,8,0,2,7,⚡,Λ,Rupture of the Soul (6),🌟,,The Impassive Ferryman,,,,BLOCK,GUARD,CURSE,,
Duat,DUA,3,Medjed,⭐⭐⭐⭐,,Λ,7,7,0,2,6,🖐,Λ,Unnerving Stare,🌟,,Spectral,,,,GEM COLLECTOR,INITIATIVE,TERROR,,
Core,COR,3,Mnevis,⭐⭐⭐⭐,,,7,8,0,2,8,🖐,Λ,Charge (6),⏳,,Aura of Decay,,,,MIGHTY THROW,BLOCK,,,
Core,COR,4,Nekhbet,⭐⭐⭐⭐,🦅,Λ,6,7,0,2,6,🌟,,Royal Protection,🌟,,Upper Egypt,,,,CLOSE PROTECTION,GUARD,TORMENT,,
Core,COR,3,Petsuchos,⭐⭐⭐⭐,🔱,,6,5,0,2,6,🖐,Λ,Cutthroat ❶,🌟,,Horde,,,,MOBILITY,BLOCK,TERROR,,
Core,COR,5,Shezmu,⭐⭐⭐⭐,,,8,8,1,2,9,⚡,Λ,Swift Brutality (7),🌟,,Feast of Flesh,,,,FORCE OF NATURE,BLOCK,CLIMB,,
Core,COR,5,Sphinx,⭐⭐⭐⭐,🦅,,8,8,0,2,9,⏳,,Mystirious Attack,🌟,,Aura of Benevolence,,,,CURSE,FORCE OF NATURE,MIGHTY THROW,,
Core,COR,4,Taweret,⭐⭐⭐⭐,🔱,,8,8,0,2,8,🖐,Λ,Charge (6),🌟,,Mistress of Water,,,,BLESSED BY THE GODS,GUARD,TERROR,,
Core,COR,4,Uraeus,⭐⭐⭐⭐,🔥,,8,8,0,2,8,🌟,,Royal Duty,🌟,,Sacred Guardian,,,,BLOCK,GUARD,MIGHTY THROW,,
Core,COR,2,Wadjet,⭐⭐⭐⭐,,,5,7,0,2,5,🌟,,Royal Battlements,🌟,,Lower Egypt,,,,CLOSE PROTECTION,GUARD,SNEAK ATTACK,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,HEROES,,,,,,,,,,,,,,,,,,,,,,,,
Expansion,Expansion Code,RP,NAME,ACTIVATIONS,TYPE,AoW,ATT,DEF,RAN,MOV,VIT,Power 1,,,Power 2,,,Power 3 / Support Troop (0 RP),,Talents,,,,,
Core,COR,4,Akhenaten,⭐⭐⭐⭐,,ΛΛ,8,7,1,2,7,⚡,Λ,Scorched by Aten (6),⚡,Λ,Heb-Sed,,,,BLESSED BY THE GODS,CLOSE PROTECTION,LEADER,,
Core,COR,4,Amanirenas,⭐⭐⭐⭐,,Λ,7,7,2,2,7,🖐,Λ,Ambush ❶,🌟,,Teamwork,,,,CLIMB,HERO SLAYER,MOBILITY,,
Core,COR,3,Amenhotep III,⭐⭐⭐⭐,,ΛΛ,3,8,0,2,6,⚡,Λ,The Peacemaker ❶,🌟,,Prosperity,,,,BLESSED BY THE GODS,PROTECTION,LEADER,,
Core,COR,3,Cleopatra,⭐⭐⭐⭐,,ΛΛ,6,7,0,2,6,🌟,,Aura of Ptolemy,🌟,,Honeyed Tongue,,,,BOLSTER,CLOSE PROTECTION,LEADER,,
Core,COR,4,Hatshepsut,⭐⭐⭐⭐,,ΛΛ,5,7,0,2,6,🖐,Λ,Poisoning ❶,🌟,,Devoted Servants,,,,BLESSED BY THE GODS,BOLSTER,LEADER,,
Core,COR,2,Imhotep,⭐⭐⭐⭐,,Λ,5,6,1,1,6,🖐,,The Architect ❶,⚡,,The Healer,,,,BLESSED BY THE GODS,GEM COLLECTOR,,,
Core,COR,2,Khensa,⭐⭐⭐⭐,,Λ,5,6,0,2,6,🖐,Λ,Relentless Attack (4),⏳,,One Step Ahead,,,,CLOSE PROTECTION,TORMENT,,,
Duat,DUA,5,Narmer,⭐⭐⭐⭐⭐,,ΛΛΛ,6,8,1,1,7,⚡,Λ,Weight of the Ages ,🌟,,Commander,,,,BLESSED BY THE GODS,CURSE,LEADER,,
Core,COR,3,Nefertiti,⭐⭐⭐⭐,,Λ,7,7,0,1,7,🖐,Λ,Reign from the Shadows,🌟,,Perfect,,,,BLESSED BY THE GODS,BOLSTER,GEM COLLECTOR,,
Core,COR,4,Ptahhotep,⭐⭐⭐⭐,,ΛΛ,7,8,0,2,7,🖐,,Ptahhotep's Teachings,⚡,,Mystical Vizier,,,,BLESSED BY THE GODS,CURSE,GEM COLLECTOR,,
Core,COR,4,Ramses II,⭐⭐⭐⭐,,ΛΛ,7,8,0,2,7,🌟,,Longevity,🌟,,The Conqueror,,,,BOLSTER,CLOSE PROTECTION,LEADER,,
Core,COR,5,Satis,⭐⭐⭐⭐,🔱,ΛΛ,8,8,2,2,7,⚡,Λ,Strategic Shot (6),🖐,Λ,Flooding of the Nile ❶,,,,ARCHER,BOLSTER,GUARD,,
Duat,DUA,4,Serket,⭐⭐⭐⭐,,Λ,7,8,1,2,8,🖐,,Venomous Reflexes (6),🌟,,Sacred Guardian,,,,BLOCK,CLIMB,GUARD,,
Core,COR,3,Taharqa,⭐⭐⭐⭐,,ΛΛ,7,8,0,2,7,🌟,,Final Stand,⏳,,Regain Strength,,,,BLOCK,INITIATIVE,GUARD,,
Core,COR,5,Thutmose III,⭐⭐⭐⭐,,ΛΛ,8,8,2,2,7,⏳,,Martial Inspiration,🌟,,Glorious Chariot,,,,ARCHER,LEADER,MOBILITY,,
Duat,DUA,2,Tutankhamun,⭐⭐⭐⭐,,,6,7,0,1,6,⏳,,Supreme Curse,🖐,,Amun's Blessing,🌟,Treasures,,BLESSED BY THE GODS,CLOSE PROTECTION,GEM COLLECTOR,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,TROOPS,,,,,,,,,,"(Stat)* = Buffs on the troop card (e.g. ""ATT+1 if troop is complete"")",,,,,,,,,,,,,,
Expansion,Expansion Code,RP,NAME (#),Support Only,TYPE,AoW,ATT,DEF,RAN,MOV,VIT,Talents,,,Special,,,,,,,,,,
Core,COR,1,Babas,,,,3,5,0,1,4,,"CLIMB, GEM COLLECTOR",,,This unit is not affected by the Block talent,,,,,,,,,
Core,COR,1,Daughters of Shezmu,,,,5,4,0,2,3,,MOBILITY,,,This unit may re-roll 1 die from the first assault,,,,,,,,,
Core,COR,1,Followers of Horus,,,,4,4,1,2,4,,"BOLSTER, TORMENT",,,"When this unit is destroyed, draw a card",,,,,,,,,
Core,COR,1,Hyksos Warrios,,,,5,4,1,2,4,,BOLSTER,,,"When performing a walk action, areas containing enemy units don't end this unit's movement",,,,,,,,,
Core,COR,1,Judges of Soul,,,,3,5,1,1,4,,"BLOCK, GEM COLLECTOR",,,"When this unit is destroyed, before removing it from the board, carry out a range 0 attack against the attacking unit",,,,,,,,,
Duat,DUA,1,Ka Priestesses,,,,3,4*,0,1,4,,"CURSE, GEM COLLECTOR",,,+3 defense against offensive powers,,,,,,,,,
Core,COR,1,Medjay Guards,,,,2,6,0,1,3,,"COSE PROTECTION, GUARD",,,This unit is not affected by the Block talent,,,,,,,,,
Core,COR,1,Mummies,,,,3,5,0,1,5,,CURSE,,,This unit ignores the first wound caused by each attack,,,,,,,,,
Core,COR,1,Reshephites,,,,3,5,1,1,3,,"INITIATIVE, TERROR",,,This unit can ignore terrain effects,,,,,,,,,
Core,COR,1,Serpopard,,🔥,,4,6,0,2,2,,"CLIMB, GUARD",,,This unit cannot lose its talents,,,,,,,,,
Core,COR,1,Sherden,,,,3,4,0,1,4,,"GUARD, BLOCK",,,"When using its Guard talent, this unit can retaliate for free",,,,,,,,,
Duat,DUA,1,Sons of Anubis,,,,4,4,0,2,5,,GUARD,,,This unit ignores the first wound caused by each attack,,,,,,,,,
Core,COR,1,Ta-Seti Huntresses,,,,3,4,2,2,4,,ARCHERY,,,"If this unit is complete, it may make a 4 dice area attack in an adjacent area as an attack action",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,UNITS,,,,64,,,,,,,,,,,,,,,,
,,,,,Titans,Gods,Monsters,Heroes,Troops,,,,,,,,,,,,,,,,
,,,,,5,13,17,16,13,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AVERAGE,,,,,,,,,,,,,,,,,,,,
,,,,,ATT,DEF,RAN,MOV,VIT,,,,,,,,,,,,,,,,
,,,,Titans,9.4,9,0.8,2.4,11,,,,,,,,,,,,,,,,
,,,,Gods,7.8,8.2,0.3,2,8.7,,,,,,,,,,,,,,,,
,,,,Monsters,6.9,7.2,0.1,2,7.2,,,,,,,,,,,,,,,,
,,,,Heroes,6.4,7.4,0.6,1.8,6.7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,7.6,8,0.5,2,8.4,,,,,,,,,,,,,,,,
